tx	gene_id	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
CEP52_008470-T1_mrna	gene-CEP52_008470	86.633	89.127	87.172	94.82	87.414	86.91	89.658	85.872	90.533	89.087	88.146	91.314	94.089	92.224	91.863	85.526
CEP52_008471-T1_mrna	gene-CEP52_008471	732.298	736.439	732.43	747.442	736.267	731.311	734.799	730.283	734.9	737.281	736.005	738.959	739.984	734.255	744.819	732.312
CEP52_008472-T1_mrna	gene-CEP52_008472	1536.298	1540.439	1536.43	1551.442	1540.267	1535.311	1538.799	1534.283	1538.9	1541.281	1540.005	1542.959	1543.984	1538.255	1548.819	1536.312
CEP52_008473-T1_mrna	gene-CEP52_008473	753.298	757.439	753.43	768.442	757.267	752.311	755.799	751.283	755.9	758.281	757.005	759.959	760.984	755.255	765.819	753.312
CEP52_008474-T1_mrna	gene-CEP52_008474	2310.298	2314.439	2310.43	2325.442	2314.267	2309.311	2312.799	2308.283	2312.9	2315.281	2314.005	2316.959	2317.984	2312.255	2322.819	2310.312
CEP52_008475-T1_mrna	gene-CEP52_008475	918.298	922.439	918.43	933.442	922.267	917.311	920.799	916.283	920.9	923.281	922.005	924.959	925.984	920.255	930.819	918.312
CEP52_008476-T1_mrna	gene-CEP52_008476	450.326	454.439	450.43	465.442	454.285	449.311	452.799	448.283	452.9	455.281	454.005	456.959	457.984	452.255	462.819	450.312
CEP52_008477-T1_mrna	gene-CEP52_008477	840.298	844.439	840.43	855.442	844.267	839.311	842.799	838.283	842.9	845.281	844.005	846.959	847.984	842.255	852.819	840.312
CEP52_008478-T1_mrna	gene-CEP52_008478	1065.298	1069.439	1065.43	1080.442	1069.267	1064.311	1067.799	1063.283	1067.9	1070.281	1069.005	1071.959	1072.984	1067.255	1077.819	1065.312
CEP52_008479-T1_mrna	gene-CEP52_008479	501.326	505.439	501.43	516.442	505.267	500.311	503.799	499.283	503.9	506.281	505.005	507.959	508.984	503.255	513.819	501.312
CEP52_008480-T1_mrna	gene-CEP52_008480	837.298	841.439	837.43	852.442	841.267	836.311	839.799	835.283	839.9	842.281	841.005	843.959	844.984	839.255	849.819	837.312
CEP52_008481-T1_mrna	gene-CEP52_008481	720.298	724.439	720.43	735.442	724.267	719.311	722.799	718.283	722.9	725.281	724.005	726.959	727.984	722.255	732.819	720.312
CEP52_008483-T1_mrna	gene-CEP52_008483	1353.298	1357.439	1353.43	1368.442	1357.267	1352.311	1355.799	1351.283	1355.9	1358.281	1357.005	1359.959	1360.984	1355.255	1365.819	1353.312
CEP52_008484-T1_mrna	gene-CEP52_008484	957.298	961.439	957.43	972.442	961.267	956.311	959.799	955.283	959.9	962.281	961.005	963.959	964.984	959.255	969.819	957.312
CEP52_008485-T1_mrna	gene-CEP52_008485	1101.298	1105.439	1101.43	1116.442	1105.267	1100.311	1103.799	1099.283	1103.9	1106.281	1105.005	1107.959	1108.984	1103.255	1113.819	1101.312
CEP52_008486-T1_mrna	gene-CEP52_008486	864.298	868.439	864.43	879.442	868.267	863.311	866.799	862.283	866.9	869.281	868.005	870.959	871.984	866.255	876.819	864.312
CEP52_008487-T1_mrna	gene-CEP52_008487	2922.298	2926.439	2922.43	2937.442	2926.267	2921.311	2924.799	2920.283	2924.9	2927.281	2926.005	2928.959	2929.984	2924.255	2934.819	2922.312
CEP52_008488-T1_mrna	gene-CEP52_008488	1413.298	1417.439	1413.43	1428.442	1417.267	1412.311	1415.799	1411.283	1415.9	1418.281	1417.005	1419.959	1420.984	1415.255	1425.819	1413.312
CEP52_008489-T1_mrna	gene-CEP52_008489	1395.298	1399.439	1395.43	1410.442	1399.267	1394.311	1397.799	1393.283	1397.9	1400.281	1399.005	1401.959	1402.984	1397.255	1407.819	1395.312
CEP52_008490-T1_mrna	gene-CEP52_008490	558.326	562.439	558.43	573.442	562.267	557.311	560.799	556.283	560.9	563.281	562.005	564.959	565.984	560.255	570.819	558.312
CEP52_008491-T1_mrna	gene-CEP52_008491	972.298	976.439	972.43	987.442	976.267	971.311	974.799	970.283	974.9	977.281	976.005	978.959	979.984	974.255	984.819	972.312
CEP52_008492-T1_mrna	gene-CEP52_008492	2379.298	2383.439	2379.43	2394.442	2383.267	2378.311	2381.799	2377.283	2381.9	2384.281	2383.005	2385.959	2386.984	2381.255	2391.819	2379.312
CEP52_008493-T1_mrna	gene-CEP52_008493	52.932	54.782	53.427	57.929	52.515	53.578	56.765	51.911	51.866	54.092	56.135	55.54	54.628	54.058	55.812	51.859
CEP52_008494-T1_mrna	gene-CEP52_008494	168.559	172.352	169.252	181.882	171.768	168.87	172.083	166.68	172.098	173.176	170.741	174.961	176.981	178.957	177.826	168.402
CEP52_008495-T1_mrna	gene-CEP52_008495	223.553	227.469	223.837	237.95	227.251	224.134	227.239	221.886	224.9	227.281	226.654	229.748	231.194	224.255	234.819	223.267
CEP52_008496-T1_mrna	gene-CEP52_008496	330.437	334.554	330.705	345.501	334.401	329.883	332.799	328.47	332.9	335.281	334.4	336.959	337.984	332.255	342.819	330.384
CEP52_008497-T1_mrna	gene-CEP52_008497	1572.298	1576.439	1572.43	1587.442	1576.267	1571.311	1574.799	1570.283	1574.9	1577.281	1576.005	1578.959	1579.984	1574.255	1584.819	1572.312
CEP52_008498-T1_mrna	gene-CEP52_008498	1377.298	1381.439	1377.43	1392.442	1381.267	1376.311	1379.799	1375.283	1379.9	1382.281	1381.005	1383.959	1384.984	1379.255	1389.819	1377.312
CEP52_008499-T1_mrna	gene-CEP52_008499	91.419	94.107	92.025	100.085	92.47	92.115	94.97	90.753	94.685	93.409	93.723	96.284	98.122	97.965	96.994	90.375
CEP52_008500-T1_mrna	gene-CEP52_008500	681.298	685.439	681.43	696.442	685.267	680.311	683.799	679.283	683.9	686.281	685.005	687.959	688.984	683.255	693.819	681.312
CEP52_008501-T1_mrna	gene-CEP52_008501	714.298	718.439	714.43	729.442	718.267	713.311	716.799	712.283	716.9	719.281	718.005	720.959	721.984	716.255	726.819	714.312
CEP52_008502-T1_mrna	gene-CEP52_008502	804.298	808.439	804.43	819.442	808.267	803.311	806.799	802.283	806.9	809.281	808.005	810.959	811.984	806.255	816.819	804.312
CEP52_008503-T1_mrna	gene-CEP52_008503	729.298	733.439	729.43	744.442	733.267	728.311	731.799	727.283	731.9	734.281	733.005	735.959	736.984	731.255	741.819	729.312
CEP52_008504-T1_mrna	gene-CEP52_008504	3294.298	3298.439	3294.43	3309.442	3298.267	3293.311	3296.799	3292.283	3296.9	3299.281	3298.005	3300.959	3301.984	3296.255	3306.819	3294.312
CEP52_008505-T1_mrna	gene-CEP52_008505	645.298	649.439	645.43	660.442	649.267	644.311	647.799	643.283	647.9	650.281	649.005	651.959	652.984	647.255	657.819	645.312
CEP52_008506-T1_mrna	gene-CEP52_008506	1329.298	1333.439	1329.43	1344.442	1333.267	1328.311	1331.799	1327.283	1331.9	1334.281	1333.005	1335.959	1336.984	1331.255	1341.819	1329.312
CEP52_008507-T1_mrna	gene-CEP52_008507	750.298	754.439	750.43	765.442	754.267	749.311	752.799	748.283	752.9	755.281	754.005	756.959	757.984	752.255	762.819	750.312
CEP52_008508-T1_mrna	gene-CEP52_008508	519.326	523.439	519.43	534.442	523.267	518.311	521.799	517.283	521.9	524.281	523.005	525.959	526.984	521.255	531.819	519.312
CEP52_008509-T1_mrna	gene-CEP52_008509	849.298	853.439	849.43	864.442	853.267	848.311	851.799	847.283	851.9	854.281	853.005	855.959	856.984	851.255	861.819	849.312
CEP52_008510-T1_mrna	gene-CEP52_008510	1749.298	1753.439	1749.43	1764.442	1753.267	1748.311	1751.799	1747.283	1751.9	1754.281	1753.005	1755.959	1756.984	1751.255	1761.819	1749.312
CEP52_008511-T1_mrna	gene-CEP52_008511	1644.298	1648.439	1644.43	1659.442	1648.267	1643.311	1646.799	1642.283	1646.9	1649.281	1648.005	1650.959	1651.984	1646.255	1656.819	1644.312
CEP52_008512-T1_mrna	gene-CEP52_008512	783.298	787.439	783.43	798.442	787.267	782.311	785.799	781.283	785.9	788.281	787.005	789.959	790.984	785.255	795.819	783.312
CEP52_017733-T1_mrna	gene-CEP52_017733	962.298	966.439	962.43	977.442	966.267	961.311	964.799	960.283	964.9	967.281	966.005	968.959	969.984	964.255	974.819	962.312
CEP52_017734-T1_mrna	gene-CEP52_017734	447.326	451.439	447.43	462.442	451.285	446.311	449.799	445.283	449.9	452.281	451.005	453.959	454.984	449.255	459.819	447.312
CEP52_017735-T1_mrna	gene-CEP52_017735	66.061	67.777	66.284	72.068	65.755	66.485	68.132	64.161	69.704	66.544	68.745	69.129	68.853	68.093	67.185	64.824
CEP52_017736-T1_mrna	gene-CEP52_017736	730.298	734.439	730.43	745.442	734.267	729.311	732.799	728.283	732.9	735.281	734.005	736.959	737.984	732.255	742.819	730.312
CEP52_017737-T1_mrna	gene-CEP52_017737	188.514	192.412	189.056	202.48	192.15	188.868	191.924	186.767	193.097	192.846	191.288	195.027	196.275	199.955	198.819	188.5
CEP52_017738-T1_mrna	gene-CEP52_017738	534.326	538.439	534.43	549.442	538.267	533.311	536.799	532.283	536.9	539.281	538.005	540.959	541.984	536.255	546.819	534.312
CEP52_008513-T1_mrna	gene-CEP52_008513	606.298	610.439	606.43	621.442	610.267	605.311	608.799	604.283	608.9	611.281	610.005	612.959	613.984	608.255	618.819	606.312
CEP52_008514-T1_mrna	gene-CEP52_008514	261.867	265.885	262.173	276.695	265.748	261.609	265.154	260.129	263.9	266.281	265.4	268.313	268.984	263.255	273.819	261.685
CEP52_008515-T1_mrna	gene-CEP52_008515	861.298	865.439	861.43	876.442	865.267	860.311	863.799	859.283	863.9	866.281	865.005	867.959	868.984	863.255	873.819	861.312
CEP52_008517-T1_mrna	gene-CEP52_008517	837.298	841.439	837.43	852.442	841.267	836.311	839.799	835.283	839.9	842.281	841.005	843.959	844.984	839.255	849.819	837.312
CEP52_008518-T1_mrna	gene-CEP52_008518	202.976	206.986	203.419	217.235	206.69	203.447	206.274	201.294	208.097	207.455	205.86	209.352	211.219	209.15	213.819	202.962
CEP52_008519-T1_mrna	gene-CEP52_008519	2148.298	2152.439	2148.43	2163.442	2152.267	2147.311	2150.799	2146.283	2150.9	2153.281	2152.005	2154.959	2155.984	2150.255	2160.819	2148.312
CEP52_008520-T1_mrna	gene-CEP52_008520	3093.298	3097.439	3093.43	3108.442	3097.267	3092.311	3095.799	3091.283	3095.9	3098.281	3097.005	3099.959	3100.984	3095.255	3105.819	3093.312
CEP52_008521-T1_mrna	gene-CEP52_008521	1599.298	1603.439	1599.43	1614.442	1603.267	1598.311	1601.799	1597.283	1601.9	1604.281	1603.005	1605.959	1606.984	1601.255	1611.819	1599.312
CEP52_008522-T1_mrna	gene-CEP52_008522	5358.298	5362.439	5358.43	5373.442	5362.267	5357.311	5360.799	5356.283	5360.9	5363.281	5362.005	5364.959	5365.984	5360.255	5370.819	5358.312
CEP52_008523-T1_mrna	gene-CEP52_008523	1170.298	1174.439	1170.43	1185.442	1174.267	1169.311	1172.799	1168.283	1172.9	1175.281	1174.005	1176.959	1177.984	1172.255	1182.819	1170.312
CEP52_008524-T1_mrna	gene-CEP52_008524	1044.298	1048.439	1044.43	1059.442	1048.267	1043.311	1046.799	1042.283	1046.9	1049.281	1048.005	1050.959	1051.984	1046.255	1056.819	1044.312
CEP52_008525-T1_mrna	gene-CEP52_008525	2592.298	2596.439	2592.43	2607.442	2596.267	2591.311	2594.799	2590.283	2594.9	2597.281	2596.005	2598.959	2599.984	2594.255	2604.819	2592.312
CEP52_008526-T1_mrna	gene-CEP52_008526	492.326	496.439	492.43	507.442	496.267	491.311	494.799	490.283	494.9	497.281	496.005	498.959	499.984	494.255	504.819	492.312
CEP52_008527-T1_mrna	gene-CEP52_008527	2448.298	2452.439	2448.43	2463.442	2452.267	2447.311	2450.799	2446.283	2450.9	2453.281	2452.005	2454.959	2455.984	2450.255	2460.819	2448.312
CEP52_008528-T1_mrna	gene-CEP52_008528	96.227	99.202	96.952	105.459	97.499	97.42	100.435	95.935	96.198	98.286	98.84	101.52	102.66	103.682	102.055	95.185
CEP52_008529-T1_mrna	gene-CEP52_008529	2040.298	2044.439	2040.43	2055.442	2044.267	2039.311	2042.799	2038.283	2042.9	2045.281	2044.005	2046.959	2047.984	2042.255	2052.819	2040.312
CEP52_008530-T1_mrna	gene-CEP52_008530	804.298	808.439	804.43	819.442	808.267	803.311	806.799	802.283	806.9	809.281	808.005	810.959	811.984	806.255	816.819	804.312
CEP52_008531-T1_mrna	gene-CEP52_008531	1905.298	1909.439	1905.43	1920.442	1909.267	1904.311	1907.799	1903.283	1907.9	1910.281	1909.005	1911.959	1912.984	1907.255	1917.819	1905.312
CEP52_008532-T1_mrna	gene-CEP52_008532	702.298	706.439	702.43	717.442	706.267	701.311	704.799	700.283	704.9	707.281	706.005	708.959	709.984	704.255	714.819	702.312
CEP52_008533-T1_mrna	gene-CEP52_008533	1104.298	1108.439	1104.43	1119.442	1108.267	1103.311	1106.799	1102.283	1106.9	1109.281	1108.005	1110.959	1111.984	1106.255	1116.819	1104.312
CEP52_008534-T1_mrna	gene-CEP52_008534	393.367	397.449	393.453	408.442	397.315	392.311	395.799	391.283	395.9	398.281	397.005	399.959	400.984	395.255	405.819	393.312
CEP52_008535-T1_mrna	gene-CEP52_008535	1467.298	1471.439	1467.43	1482.442	1471.267	1466.311	1469.799	1465.283	1469.9	1472.281	1471.005	1473.959	1474.984	1469.255	1479.819	1467.312
CEP52_008536-T1_mrna	gene-CEP52_008536	2727.298	2731.439	2727.43	2742.442	2731.267	2726.311	2729.799	2725.283	2729.9	2732.281	2731.005	2733.959	2734.984	2729.255	2739.819	2727.312
CEP52_008537-T1_mrna	gene-CEP52_008537	357.405	361.485	357.56	372.442	361.395	356.636	359.799	355.379	359.9	362.281	361.4	363.959	364.984	359.255	369.819	357.355
CEP52_008538-T1_mrna	gene-CEP52_008538	1440.298	1444.439	1440.43	1455.442	1444.267	1439.311	1442.799	1438.283	1442.9	1445.281	1444.005	1446.959	1447.984	1442.255	1452.819	1440.312
CEP52_008539-T1_mrna	gene-CEP52_008539	684.298	688.439	684.43	699.442	688.267	683.311	686.799	682.283	686.9	689.281	688.005	690.959	691.984	686.255	696.819	684.312
CEP52_008540-T1_mrna	gene-CEP52_008540	2538.298	2542.439	2538.43	2553.442	2542.267	2537.311	2540.799	2536.283	2540.9	2543.281	2542.005	2544.959	2545.984	2540.255	2550.819	2538.312
CEP52_008541-T1_mrna	gene-CEP52_008541	1029.298	1033.439	1029.43	1044.442	1033.267	1028.311	1031.799	1027.283	1031.9	1034.281	1033.005	1035.959	1036.984	1031.255	1041.819	1029.312
CEP52_008542-T1_mrna	gene-CEP52_008542	1674.298	1678.439	1674.43	1689.442	1678.267	1673.311	1676.799	1672.283	1676.9	1679.281	1678.005	1680.959	1681.984	1676.255	1686.819	1674.312
CEP52_008543-T1_mrna	gene-CEP52_008543	1353.298	1357.439	1353.43	1368.442	1357.267	1352.311	1355.799	1351.283	1355.9	1358.281	1357.005	1359.959	1360.984	1355.255	1365.819	1353.312
CEP52_008544-T1_mrna	gene-CEP52_008544	179.948	183.748	180.565	193.641	183.393	180.474	183.218	178.14	184.097	184.854	182.472	186.355	188.71	190.955	189.82	179.934
CEP52_008545-T1_mrna	gene-CEP52_008545	771.298	775.439	771.43	786.442	775.267	770.311	773.799	769.283	773.9	776.281	775.005	777.959	778.984	773.255	783.819	771.312
CEP52_008546-T1_mrna	gene-CEP52_008546	402.336	406.447	402.446	417.442	406.315	401.311	404.799	400.283	404.9	407.281	406.005	408.959	409.984	404.255	414.819	402.312
CEP52_008547-T1_mrna	gene-CEP52_008547	537.326	541.439	537.43	552.442	541.267	536.311	539.799	535.283	539.9	542.281	541.005	543.959	544.984	539.255	549.819	537.312
CEP52_008548-T1_mrna	gene-CEP52_008548	1251.298	1255.439	1251.43	1266.442	1255.267	1250.311	1253.799	1249.283	1253.9	1256.281	1255.005	1257.959	1258.984	1253.255	1263.819	1251.312
CEP52_008549-T1_mrna	gene-CEP52_008549	477.326	481.439	477.43	492.442	481.284	476.311	479.799	475.283	479.9	482.281	481.005	483.959	484.984	479.255	489.819	477.312
CEP52_008550-T1_mrna	gene-CEP52_008550	48.899	50.6	49.356	53.575	48.431	49.758	52.528	47.97	48.269	49.951	50.992	51.51	50.898	49.823	49.854	47.665
CEP52_008551-T1_mrna	gene-CEP52_008551	1554.298	1558.439	1554.43	1569.442	1558.267	1553.311	1556.799	1552.283	1556.9	1559.281	1558.005	1560.959	1561.984	1556.255	1566.819	1554.312
CEP52_008552-T1_mrna	gene-CEP52_008552	2367.298	2371.439	2367.43	2382.442	2371.267	2366.311	2369.799	2365.283	2369.9	2372.281	2371.005	2373.959	2374.984	2369.255	2379.819	2367.312
CEP52_008553-T1_mrna	gene-CEP52_008553	1551.298	1555.439	1551.43	1566.442	1555.267	1550.311	1553.799	1549.283	1553.9	1556.281	1555.005	1557.959	1558.984	1553.255	1563.819	1551.312
CEP52_008554-T1_mrna	gene-CEP52_008554	1902.298	1906.439	1902.43	1917.442	1906.267	1901.311	1904.799	1900.283	1904.9	1907.281	1906.005	1908.959	1909.984	1904.255	1914.819	1902.312
CEP52_008555-T1_mrna	gene-CEP52_008555	471.326	475.439	471.43	486.442	475.284	470.311	473.799	469.283	473.9	476.281	475.005	477.959	478.984	473.255	483.819	471.312
CEP52_008556-T1_mrna	gene-CEP52_008556	1485.298	1489.439	1485.43	1500.442	1489.267	1484.311	1487.799	1483.283	1487.9	1490.281	1489.005	1491.959	1492.984	1487.255	1497.819	1485.312
CEP52_008557-T1_mrna	gene-CEP52_008557	3390.298	3394.439	3390.43	3405.442	3394.267	3389.311	3392.799	3388.283	3392.9	3395.281	3394.005	3396.959	3397.984	3392.255	3402.819	3390.312
CEP52_008558-T1_mrna	gene-CEP52_008558	72.711	74.652	72.975	79.558	72.753	73.025	76.47	70.878	78.593	73.202	75.25	76.717	77.084	74.765	75.716	71.356
CEP52_008559-T1_mrna	gene-CEP52_008559	2046.298	2050.439	2046.43	2061.442	2050.267	2045.311	2048.799	2044.283	2048.9	2051.281	2050.005	2052.959	2053.984	2048.255	2058.819	2046.312
CEP52_008560-T1_mrna	gene-CEP52_008560	132.798	136.12	133.562	144.285	134.985	133.089	135.613	131.392	133.201	136.419	134.628	138.553	139.546	143.955	139.345	132.324
CEP52_008561-T1_mrna	gene-CEP52_008561	264.832	268.87	265.149	279.672	268.732	264.595	268.154	262.971	266.9	269.281	268.4	271.313	271.984	266.255	276.819	264.685
CEP52_008562-T1_mrna	gene-CEP52_008562	1431.298	1435.439	1431.43	1446.442	1435.267	1430.311	1433.799	1429.283	1433.9	1436.281	1435.005	1437.959	1438.984	1433.255	1443.819	1431.312
CEP52_008563-T1_mrna	gene-CEP52_008563	3342.298	3346.439	3342.43	3357.442	3346.267	3341.311	3344.799	3340.283	3344.9	3347.281	3346.005	3348.959	3349.984	3344.255	3354.819	3342.312
CEP52_008564-T1_mrna	gene-CEP52_008564	1164.298	1168.439	1164.43	1179.442	1168.267	1163.311	1166.799	1162.283	1166.9	1169.281	1168.005	1170.959	1171.984	1166.255	1176.819	1164.312
CEP52_008565-T1_mrna	gene-CEP52_008565	247.083	251.022	247.347	261.782	250.875	247.56	250.154	245.439	248.9	251.281	250.4	253.408	255.194	248.255	258.819	246.912
CEP52_008566-T1_mrna	gene-CEP52_008566	1236.298	1240.439	1236.43	1251.442	1240.267	1235.311	1238.799	1234.283	1238.9	1241.281	1240.005	1242.959	1243.984	1238.255	1248.819	1236.312
CEP52_008567-T1_mrna	gene-CEP52_008567	837.298	841.439	837.43	852.442	841.267	836.311	839.799	835.283	839.9	842.281	841.005	843.959	844.984	839.255	849.819	837.312
CEP52_008568-T1_mrna	gene-CEP52_008568	1386.298	1390.439	1386.43	1401.442	1390.267	1385.311	1388.799	1384.283	1388.9	1391.281	1390.005	1392.959	1393.984	1388.255	1398.819	1386.312
CEP52_008569-T1_mrna	gene-CEP52_008569	363.376	367.485	363.538	378.442	367.368	362.623	365.799	361.379	365.9	368.281	367.4	369.959	370.984	365.255	375.819	363.353
CEP52_008570-T1_mrna	gene-CEP52_008570	211.782	215.736	212.185	226.138	215.434	212.4	215.274	210.049	217.097	215.732	214.654	218.064	220.219	218.15	222.819	211.648
CEP52_008571-T1_mrna	gene-CEP52_008571	1239.298	1243.439	1239.43	1254.442	1243.267	1238.311	1241.799	1237.283	1241.9	1244.281	1243.005	1245.959	1246.984	1241.255	1251.819	1239.312
CEP52_017739-T1_mrna	gene-CEP52_017739	867.298	871.439	867.43	882.442	871.267	866.311	869.799	865.283	869.9	872.281	871.005	873.959	874.984	869.255	879.819	867.312
CEP52_017740-T1_mrna	gene-CEP52_017740	781.298	785.439	781.43	796.442	785.267	780.311	783.799	779.283	783.9	786.281	785.005	787.959	788.984	783.255	793.819	781.312
CEP52_017741-T1_mrna	gene-CEP52_017741	1010.298	1014.439	1010.43	1025.442	1014.267	1009.311	1012.799	1008.283	1012.9	1015.281	1014.005	1016.959	1017.984	1012.255	1022.819	1010.312
CEP52_017742-T1_mrna	gene-CEP52_017742	447.326	451.439	447.43	462.442	451.285	446.311	449.799	445.283	449.9	452.281	451.005	453.959	454.984	449.255	459.819	447.312
CEP52_017743-T1_mrna	gene-CEP52_017743	440.326	444.439	440.43	455.442	444.285	439.311	442.799	438.283	442.9	445.281	444.005	446.959	447.984	442.255	452.819	440.312
CEP52_017744-T1_mrna	gene-CEP52_017744	664.298	668.439	664.43	679.442	668.267	663.311	666.799	662.283	666.9	669.281	668.005	670.959	671.984	666.255	676.819	664.312
CEP52_008572-T1_mrna	gene-CEP52_008572	59.444	61.171	59.733	64.843	58.978	59.719	63.414	57.88	60.762	59.643	62.233	62.25	61.528	61.159	58.432	58.11
CEP52_008573-T1_mrna	gene-CEP52_008573	3450.298	3454.439	3450.43	3465.442	3454.267	3449.311	3452.799	3448.283	3452.9	3455.281	3454.005	3456.959	3457.984	3452.255	3462.819	3450.312
CEP52_008574-T1_mrna	gene-CEP52_008574	990.298	994.439	990.43	1005.442	994.267	989.311	992.799	988.283	992.9	995.281	994.005	996.959	997.984	992.255	1002.819	990.312
CEP52_008575-T1_mrna	gene-CEP52_008575	711.298	715.439	711.43	726.442	715.267	710.311	713.799	709.283	713.9	716.281	715.005	717.959	718.984	713.255	723.819	711.312
CEP52_008576-T1_mrna	gene-CEP52_008576	693.298	697.439	693.43	708.442	697.267	692.311	695.799	691.283	695.9	698.281	697.005	699.959	700.984	695.255	705.819	693.312
CEP52_008577-T1_mrna	gene-CEP52_008577	939.298	943.439	939.43	954.442	943.267	938.311	941.799	937.283	941.9	944.281	943.005	945.959	946.984	941.255	951.819	939.312
CEP52_008578-T1_mrna	gene-CEP52_008578	1077.298	1081.439	1077.43	1092.442	1081.267	1076.311	1079.799	1075.283	1079.9	1082.281	1081.005	1083.959	1084.984	1079.255	1089.819	1077.312
CEP52_008579-T1_mrna	gene-CEP52_008579	873.298	877.439	873.43	888.442	877.267	872.311	875.799	871.283	875.9	878.281	877.005	879.959	880.984	875.255	885.819	873.312
CEP52_008580-T1_mrna	gene-CEP52_008580	1098.298	1102.439	1098.43	1113.442	1102.267	1097.311	1100.799	1096.283	1100.9	1103.281	1102.005	1104.959	1105.984	1100.255	1110.819	1098.312
CEP52_008581-T1_mrna	gene-CEP52_008581	1221.298	1225.439	1221.43	1236.442	1225.267	1220.311	1223.799	1219.283	1223.9	1226.281	1225.005	1227.959	1228.984	1223.255	1233.819	1221.312
CEP52_008582-T1_mrna	gene-CEP52_008582	2307.298	2311.439	2307.43	2322.442	2311.267	2306.311	2309.799	2305.283	2309.9	2312.281	2311.005	2313.959	2314.984	2309.255	2319.819	2307.312
CEP52_008583-T1_mrna	gene-CEP52_008583	1335.298	1339.439	1335.43	1350.442	1339.267	1334.311	1337.799	1333.283	1337.9	1340.281	1339.005	1341.959	1342.984	1337.255	1347.819	1335.312
CEP52_008584-T1_mrna	gene-CEP52_008584	43.058	44.432	43.369	47.256	42.359	43.439	47.143	41.995	39.274	43.139	44.891	46.117	45.013	45.326	40.881	41.932
CEP52_008585-T1_mrna	gene-CEP52_008585	705.298	709.439	705.43	720.442	709.267	704.311	707.799	703.283	707.9	710.281	709.005	711.959	712.984	707.255	717.819	705.312
CEP52_008586-T1_mrna	gene-CEP52_008586	648.298	652.439	648.43	663.442	652.267	647.311	650.799	646.283	650.9	653.281	652.005	654.959	655.984	650.255	660.819	648.312
CEP52_008587-T1_mrna	gene-CEP52_008587	1329.298	1333.439	1329.43	1344.442	1333.267	1328.311	1331.799	1327.283	1331.9	1334.281	1333.005	1335.959	1336.984	1331.255	1341.819	1329.312
CEP52_008588-T1_mrna	gene-CEP52_008588	1053.298	1057.439	1053.43	1068.442	1057.267	1052.311	1055.799	1051.283	1055.9	1058.281	1057.005	1059.959	1060.984	1055.255	1065.819	1053.312
CEP52_008589-T1_mrna	gene-CEP52_008589	1881.298	1885.439	1881.43	1896.442	1885.267	1880.311	1883.799	1879.283	1883.9	1886.281	1885.005	1887.959	1888.984	1883.255	1893.819	1881.312
CEP52_008590-T1_mrna	gene-CEP52_008590	2226.298	2230.439	2226.43	2241.442	2230.267	2225.311	2228.799	2224.283	2228.9	2231.281	2230.005	2232.959	2233.984	2228.255	2238.819	2226.312
CEP52_008591-T1_mrna	gene-CEP52_008591	1119.298	1123.439	1119.43	1134.442	1123.267	1118.311	1121.799	1117.283	1121.9	1124.281	1123.005	1125.959	1126.984	1121.255	1131.819	1119.312
CEP52_008592-T1_mrna	gene-CEP52_008592	1257.298	1261.439	1257.43	1272.442	1261.267	1256.311	1259.799	1255.283	1259.9	1262.281	1261.005	1263.959	1264.984	1259.255	1269.819	1257.312
CEP52_008593-T1_mrna	gene-CEP52_008593	1545.298	1549.439	1545.43	1560.442	1549.267	1544.311	1547.799	1543.283	1547.9	1550.281	1549.005	1551.959	1552.984	1547.255	1557.819	1545.312
CEP52_008594-T1_mrna	gene-CEP52_008594	1353.298	1357.439	1353.43	1368.442	1357.267	1352.311	1355.799	1351.283	1355.9	1358.281	1357.005	1359.959	1360.984	1355.255	1365.819	1353.312
CEP52_008595-T1_mrna	gene-CEP52_008595	723.298	727.439	723.43	738.442	727.267	722.311	725.799	721.283	725.9	728.281	727.005	729.959	730.984	725.255	735.819	723.312
CEP52_008596-T1_mrna	gene-CEP52_008596	603.298	607.439	603.43	618.442	607.267	602.311	605.799	601.283	605.9	608.281	607.005	609.959	610.984	605.255	615.819	603.312
CEP52_008597-T1_mrna	gene-CEP52_008597	2019.298	2023.439	2019.43	2034.442	2023.267	2018.311	2021.799	2017.283	2021.9	2024.281	2023.005	2025.959	2026.984	2021.255	2031.819	2019.312
CEP52_008598-T1_mrna	gene-CEP52_008598	921.298	925.439	921.43	936.442	925.267	920.311	923.799	919.283	923.9	926.281	925.005	927.959	928.984	923.255	933.819	921.312
CEP52_008599-T1_mrna	gene-CEP52_008599	423.326	427.439	423.43	438.442	427.286	422.311	425.799	421.283	425.9	428.281	427.005	429.959	430.984	425.255	435.819	423.312
CEP52_008600-T1_mrna	gene-CEP52_008600	1476.298	1480.439	1476.43	1491.442	1480.267	1475.311	1478.799	1474.283	1478.9	1481.281	1480.005	1482.959	1483.984	1478.255	1488.819	1476.312
CEP52_008601-T1_mrna	gene-CEP52_008601	1839.298	1843.439	1839.43	1854.442	1843.267	1838.311	1841.799	1837.283	1841.9	1844.281	1843.005	1845.959	1846.984	1841.255	1851.819	1839.312
