RTE85386.1	BHE90_000001
RTE84759.1	BHE90_000802
RTE84758.1	BHE90_000803
RTE84757.1	BHE90_000804
RTE84756.1	BHE90_000805
RTE84755.1	BHE90_000806
RTE84754.1	BHE90_000807
RTE84763.1	BHE90_000808
RTE84762.1	BHE90_000809
RTE84680.1	BHE90_000810
RTE84681.1	BHE90_000811
RTE84682.1	BHE90_000812
RTE84683.1	BHE90_000813
RTE84676.1	BHE90_000814
RTE84677.1	BHE90_000815
RTE84678.1	BHE90_000816
RTE84679.1	BHE90_000817
RTE84684.1	BHE90_000818
RTE84685.1	BHE90_000819
RTE84768.1	BHE90_000820
RTE84767.1	BHE90_000821
RTE84770.1	BHE90_000822
RTE84769.1	BHE90_000823
RTE84765.1	BHE90_000824
RTE84764.1	BHE90_000825
RTE84766.1	BHE90_000826
RTE80847.1	BHE90_004626
RTE80846.1	BHE90_004627
RTE80845.1	BHE90_004628
RTE80844.1	BHE90_004629
RTE80813.1	BHE90_004630
RTE80814.1	BHE90_004631
RTE80815.1	BHE90_004632
RTE80816.1	BHE90_004633
RTE80809.1	BHE90_004634
RTE80810.1	BHE90_004635
RTE80811.1	BHE90_004636
RTE80812.1	BHE90_004637
RTE80807.1	BHE90_004638
RTE80808.1	BHE90_004639
RTE80861.1	BHE90_004640
RTE80860.1	BHE90_004641
RTE80863.1	BHE90_004642
RTE80862.1	BHE90_004643
RTE80865.1	BHE90_004644
RTE80864.1	BHE90_004645
RTE80867.1	BHE90_004646
RTE80866.1	BHE90_004647
RTE80859.1	BHE90_004648
RTE80858.1	BHE90_004649
RTE80835.1	BHE90_004650
RTE80836.1	BHE90_004651
RTE80833.1	BHE90_004652
RTE80834.1	BHE90_004653
RTE80831.1	BHE90_004654
RTE80832.1	BHE90_004655
RTE80829.1	BHE90_004656
RTE80830.1	BHE90_004657
RTE80827.1	BHE90_004658
RTE80828.1	BHE90_004659
RTE80851.1	BHE90_004660
RTE80850.1	BHE90_004661
RTE80849.1	BHE90_004662
RTE80848.1	BHE90_004663
RTE80855.1	BHE90_004664
RTE80854.1	BHE90_004665
RTE80853.1	BHE90_004666
RTE80852.1	BHE90_004667
RTE80857.1	BHE90_004668
RTE80856.1	BHE90_004669
RTE80817.1	BHE90_004670
RTE80818.1	BHE90_004671
RTE80819.1	BHE90_004672
RTE80820.1	BHE90_004673
RTE80821.1	BHE90_004674
RTE80822.1	BHE90_004675
RTE80823.1	BHE90_004676
RTE80824.1	BHE90_004677
RTE80825.1	BHE90_004678
RTE80826.1	BHE90_004679
RTE80804.1	BHE90_004680
RTE80803.1	BHE90_004681
RTE80806.1	BHE90_004682
RTE80805.1	BHE90_004683
RTE80800.1	BHE90_004684
RTE80799.1	BHE90_004685
RTE80802.1	BHE90_004686
RTE80801.1	BHE90_004687
RTE80798.1	BHE90_004688
RTE80797.1	BHE90_004689
RTE80839.1	BHE90_004690
RTE80840.1	BHE90_004691
RTE80837.1	BHE90_004692
RTE80838.1	BHE90_004693
RTE80842.1	BHE90_004694
RTE80843.1	BHE90_004695
RTE80841.1	BHE90_004696
RTE70004.1	BHE90_015604
RTE70003.1	BHE90_015605
RTE70005.1	BHE90_015606
RTE70002.1	BHE90_015607
RTE70007.1	BHE90_015608
RTE70001.1	BHE90_015609
RTE70006.1	BHE90_015610
RTE69993.1	BHE90_015611
RTE70000.1	BHE90_015613
RTE69997.1	BHE90_015614
RTE69998.1	BHE90_015615
RTE69999.1	BHE90_015616
RTE69994.1	BHE90_015617
RTE69995.1	BHE90_015618
RTE69996.1	BHE90_015619
RTE69991.1	BHE90_015620
RTE69990.1	BHE90_015621
RTE69992.1	BHE90_015622
RTE69982.1	BHE90_015623
RTE69984.1	BHE90_015624
RTE69983.1	BHE90_015625
RTE69986.1	BHE90_015626
RTE69985.1	BHE90_015627
RTE69989.1	BHE90_015628
RTE69987.1	BHE90_015629
RTE69988.1	BHE90_015630
RTE69979.1	BHE90_015631
RTE69977.1	BHE90_015632
RTE69978.1	BHE90_015633
RTE69975.1	BHE90_015634
RTE69976.1	BHE90_015635
RTE69973.1	BHE90_015636
RTE69974.1	BHE90_015637
RTE69980.1	BHE90_015638
RTE69981.1	BHE90_015639
RTE69972.1	BHE90_015640
RTE69967.1	BHE90_015641
RTE69971.1	BHE90_015642
RTE69970.1	BHE90_015643
RTE69969.1	BHE90_015644
RTE69968.1	BHE90_015645
RTE69966.1	BHE90_015646
RTE69955.1	BHE90_015647
RTE69964.1	BHE90_015648
RTE69963.1	BHE90_015649
RTE69965.1	BHE90_015650
RTE69962.1	BHE90_015651
RTE69961.1	BHE90_015652
RTE69954.1	BHE90_015653
RTE69956.1	BHE90_015654
RTE69959.1	BHE90_015655
RTE69958.1	BHE90_015656
RTE69960.1	BHE90_015657
RTE69957.1	BHE90_015658
RTE69953.1	BHE90_015659
RTE69948.1	BHE90_015660
RTE69947.1	BHE90_015661
RTE69951.1	BHE90_015662
RTE69949.1	BHE90_015663
RTE69952.1	BHE90_015664
RTE69945.1	BHE90_015665
RTE69950.1	BHE90_015666
RTE69946.1	BHE90_015667
RTE69939.1	BHE90_015668
RTE69938.1	BHE90_015669
RTE69941.1	BHE90_015670
RTE69944.1	BHE90_015671
RTE69943.1	BHE90_015672
RTE69940.1	BHE90_015673
RTE69942.1	BHE90_015674
RTE69937.1	BHE90_015675
RTE69929.1	BHE90_015676
RTE69930.1	BHE90_015677
RTE69931.1	BHE90_015678
RTE69932.1	BHE90_015679
RTE69936.1	BHE90_015680
RTE69935.1	BHE90_015681
RTE69933.1	BHE90_015682
RTE69934.1	BHE90_015683
RTE69928.1	BHE90_015684
RTE69925.1	BHE90_015685
RTE69924.1	BHE90_015686
RTE69920.1	BHE90_015687
RTE69927.1	BHE90_015688
RTE69926.1	BHE90_015689
RTE69921.1	BHE90_015690
RTE69922.1	BHE90_015691
RTE69923.1	BHE90_015692
RTE80763.1	BHE90_004697
RTE80764.1	BHE90_004698
RTE80765.1	BHE90_004699
RTE80772.1	BHE90_004700
RTE80773.1	BHE90_004701
RTE80791.1	BHE90_004702
RTE80774.1	BHE90_004703
RTE80768.1	BHE90_004704
RTE80769.1	BHE90_004705
RTE80770.1	BHE90_004706
RTE80771.1	BHE90_004707
RTE80766.1	BHE90_004708
RTE80767.1	BHE90_004709
RTE80796.1	BHE90_004710
RTE80795.1	BHE90_004711
RTE80794.1	BHE90_004712
RTE80793.1	BHE90_004713
RTE80746.1	BHE90_004714
RTE80745.1	BHE90_004715
RTE80744.1	BHE90_004716
RTE80792.1	BHE90_004717
RTE80743.1	BHE90_004718
RTE80742.1	BHE90_004719
RTE80779.1	BHE90_004720
RTE80780.1	BHE90_004721
RTE80777.1	BHE90_004722
RTE80778.1	BHE90_004723
RTE80783.1	BHE90_004724
RTE80784.1	BHE90_004725
RTE80781.1	BHE90_004726
RTE80782.1	BHE90_004727
RTE80775.1	BHE90_004728
RTE80776.1	BHE90_004729
RTE80752.1	BHE90_004730
RTE80751.1	BHE90_004731
RTE80754.1	BHE90_004732
RTE80753.1	BHE90_004733
RTE80748.1	BHE90_004734
RTE80747.1	BHE90_004735
RTE80750.1	BHE90_004736
RTE80749.1	BHE90_004737
RTE80756.1	BHE90_004738
RTE80755.1	BHE90_004739
RTE80785.1	BHE90_004740
RTE80757.1	BHE90_004741
RTE80786.1	BHE90_004742
RTE80787.1	BHE90_004743
RTE80758.1	BHE90_004744
RTE80788.1	BHE90_004745
RTE80759.1	BHE90_004746
RTE80760.1	BHE90_004747
RTE80789.1	BHE90_004748
RTE80790.1	BHE90_004749
RTE80762.1	BHE90_004750
RTE80761.1	BHE90_004751
RTE69911.1	BHE90_015693
RTE69914.1	BHE90_015694
RTE69915.1	BHE90_015695
RTE69916.1	BHE90_015696
RTE69917.1	BHE90_015697
RTE69912.1	BHE90_015698
RTE69913.1	BHE90_015699
RTE69919.1	BHE90_015700
RTE69910.1	BHE90_015701
RTE69918.1	BHE90_015702
RTE69903.1	BHE90_015703
RTE69905.1	BHE90_015704
RTE69906.1	BHE90_015705
RTE69909.1	BHE90_015706
RTE69904.1	BHE90_015707
RTE69907.1	BHE90_015708
RTE69908.1	BHE90_015709
RTE69901.1	BHE90_015710
RTE69900.1	BHE90_015711
RTE69902.1	BHE90_015712
RTE69899.1	BHE90_015713
RTE69895.1	BHE90_015714
RTE69894.1	BHE90_015715
RTE69897.1	BHE90_015716
RTE69896.1	BHE90_015717
RTE69893.1	BHE90_015718
RTE69892.1	BHE90_015719
RTE69891.1	BHE90_015720
RTE69898.1	BHE90_015721
RTE69890.1	BHE90_015722
RTE69883.1	BHE90_015723
RTE69888.1	BHE90_015724
RTE69881.1	BHE90_015725
RTE69882.1	BHE90_015726
RTE69885.1	BHE90_015727
RTE69889.1	BHE90_015728
RTE69884.1	BHE90_015729
RTE69887.1	BHE90_015730
RTE69886.1	BHE90_015731
RTE69879.1	BHE90_015732
RTE69880.1	BHE90_015733
RTE69878.1	BHE90_015734
RTE69875.1	BHE90_015735
RTE69877.1	BHE90_015736
RTE69876.1	BHE90_015737
RTE69874.1	BHE90_015738
RTE69871.1	BHE90_015739
RTE69872.1	BHE90_015740
RTE69873.1	BHE90_015741
RTE69868.1	BHE90_015742
RTE69869.1	BHE90_015743
RTE69866.1	BHE90_015744
RTE69867.1	BHE90_015745
RTE69864.1	BHE90_015746
RTE69865.1	BHE90_015747
RTE69870.1	BHE90_015748
RTE69863.1	BHE90_015749
RTE69855.1	BHE90_015750
RTE69854.1	BHE90_015751
RTE69862.1	BHE90_015752
RTE69856.1	BHE90_015753
RTE69858.1	BHE90_015754
RTE69857.1	BHE90_015755
RTE69860.1	BHE90_015756
RTE69859.1	BHE90_015757
RTE69861.1	BHE90_015758
RTE80675.1	BHE90_004752
RTE80674.1	BHE90_004753
RTE80679.1	BHE90_004754
RTE80678.1	BHE90_004755
RTE80677.1	BHE90_004756
RTE80676.1	BHE90_004757
RTE80681.1	BHE90_004758
RTE80680.1	BHE90_004759
RTE80730.1	BHE90_004760
RTE80731.1	BHE90_004761
RTE80728.1	BHE90_004762
RTE80729.1	BHE90_004763
RTE80726.1	BHE90_004764
RTE80727.1	BHE90_004765
RTE80724.1	BHE90_004766
RTE80725.1	BHE90_004767
RTE80722.1	BHE90_004768
RTE80723.1	BHE90_004769
RTE80711.1	BHE90_004770
RTE80687.1	BHE90_004771
RTE80689.1	BHE90_004772
RTE80688.1	BHE90_004773
RTE80691.1	BHE90_004774
RTE80690.1	BHE90_004775
RTE80673.1	BHE90_004776
RTE80692.1	BHE90_004777
RTE80686.1	BHE90_004778
RTE80685.1	BHE90_004779
RTE80736.1	BHE90_004780
RTE80737.1	BHE90_004781
RTE80738.1	BHE90_004782
RTE80739.1	BHE90_004783
RTE80732.1	BHE90_004784
RTE80733.1	BHE90_004785
RTE80734.1	BHE90_004786
RTE80735.1	BHE90_004787
RTE80740.1	BHE90_004788
RTE80741.1	BHE90_004789
RTE80701.1	BHE90_004790
RTE80700.1	BHE90_004791
RTE80699.1	BHE90_004792
RTE80698.1	BHE90_004793
RTE80697.1	BHE90_004794
RTE80696.1	BHE90_004795
RTE80695.1	BHE90_004796
RTE80694.1	BHE90_004797
RTE80703.1	BHE90_004798
RTE80702.1	BHE90_004799
RTE80707.1	BHE90_004800
RTE80706.1	BHE90_004801
RTE80705.1	BHE90_004802
RTE80704.1	BHE90_004803
RTE80710.1	BHE90_004804
RTE80709.1	BHE90_004805
RTE80684.1	BHE90_004806
RTE80708.1	BHE90_004807
RTE80683.1	BHE90_004808
RTE80682.1	BHE90_004809
RTE80714.1	BHE90_004810
RTE80715.1	BHE90_004811
RTE80716.1	BHE90_004812
RTE80717.1	BHE90_004813
RTE80718.1	BHE90_004814
RTE80719.1	BHE90_004815
RTE80720.1	BHE90_004816
RTE80721.1	BHE90_004817
RTE80712.1	BHE90_004818
RTE80713.1	BHE90_004819
RTE80693.1	BHE90_004820
RTE69848.1	BHE90_015759
RTE69849.1	BHE90_015760
RTE69850.1	BHE90_015761
RTE69851.1	BHE90_015762
RTE69852.1	BHE90_015763
RTE69853.1	BHE90_015764
RTE69847.1	BHE90_015765
RTE69845.1	BHE90_015766
RTE69846.1	BHE90_015767
RTE69844.1	BHE90_015769
RTE69840.1	BHE90_015770
RTE69839.1	BHE90_015771
RTE69838.1	BHE90_015772
RTE69837.1	BHE90_015773
RTE69843.1	BHE90_015774
RTE69842.1	BHE90_015775
RTE69841.1	BHE90_015776
RTE69831.1	BHE90_015779
RTE69834.1	BHE90_015780
RTE69835.1	BHE90_015781
RTE69832.1	BHE90_015782
RTE69833.1	BHE90_015783
RTE69830.1	BHE90_015784
RTE69836.1	BHE90_015785
RTE69827.1	BHE90_015786
RTE69828.1	BHE90_015787
RTE69825.1	BHE90_015788
RTE69826.1	BHE90_015789
RTE69829.1	BHE90_015790
RTE69822.1	BHE90_015791
RTE69824.1	BHE90_015792
RTE69821.1	BHE90_015793
RTE69820.1	BHE90_015794
RTE69819.1	BHE90_015795
RTE69823.1	BHE90_015796
RTE69807.1	BHE90_015797
RTE69809.1	BHE90_015798
RTE69808.1	BHE90_015799
RTE69810.1	BHE90_015800
RTE69816.1	BHE90_015801
RTE69818.1	BHE90_015802
RTE69817.1	BHE90_015803
RTE69813.1	BHE90_015804
RTE69812.1	BHE90_015805
RTE69815.1	BHE90_015806
RTE69814.1	BHE90_015807
RTE69811.1	BHE90_015808
RTE69802.1	BHE90_015810
RTE69806.1	BHE90_015811
RTE69803.1	BHE90_015812
RTE69804.1	BHE90_015813
RTE69805.1	BHE90_015814
RTE69797.1	BHE90_015815
RTE69796.1	BHE90_015816
RTE69795.1	BHE90_015817
RTE69799.1	BHE90_015818
RTE69794.1	BHE90_015819
RTE69801.1	BHE90_015820
RTE69800.1	BHE90_015821
RTE69798.1	BHE90_015822
RTE69793.1	BHE90_015823
RTE69792.1	BHE90_015824
RTE69791.1	BHE90_015825
RTE69789.1	BHE90_015826
RTE69790.1	BHE90_015827
RTE69788.1	BHE90_015828
RTE69787.1	BHE90_015829
RTE69784.1	BHE90_015830
RTE69785.1	BHE90_015831
RTE69786.1	BHE90_015832
RTE80633.1	BHE90_004821
RTE80644.1	BHE90_004822
RTE80634.1	BHE90_004823
RTE80636.1	BHE90_004824
RTE80635.1	BHE90_004825
RTE80638.1	BHE90_004826
RTE80637.1	BHE90_004827
RTE80645.1	BHE90_004828
RTE80639.1	BHE90_004829
RTE80640.1	BHE90_004830
RTE80641.1	BHE90_004831
RTE80671.1	BHE90_004832
RTE80672.1	BHE90_004833
RTE80669.1	BHE90_004834
RTE80670.1	BHE90_004835
RTE80667.1	BHE90_004836
RTE80668.1	BHE90_004837
RTE80642.1	BHE90_004838
RTE80643.1	BHE90_004839
RTE80620.1	BHE90_004840
RTE80619.1	BHE90_004841
RTE80618.1	BHE90_004842
RTE80617.1	BHE90_004843
RTE80616.1	BHE90_004844
RTE80615.1	BHE90_004846
RTE80614.1	BHE90_004847
RTE80622.1	BHE90_004848
RTE80621.1	BHE90_004849
RTE80651.1	BHE90_004850
RTE80652.1	BHE90_004851
RTE80653.1	BHE90_004852
RTE80654.1	BHE90_004853
RTE80647.1	BHE90_004854
RTE80648.1	BHE90_004855
RTE80649.1	BHE90_004856
RTE80650.1	BHE90_004857
RTE80655.1	BHE90_004858
RTE80656.1	BHE90_004859
RTE80630.1	BHE90_004860
RTE80629.1	BHE90_004861
RTE80632.1	BHE90_004862
RTE80631.1	BHE90_004863
RTE80626.1	BHE90_004864
RTE80625.1	BHE90_004865
RTE80628.1	BHE90_004866
RTE80627.1	BHE90_004867
RTE80624.1	BHE90_004868
RTE80623.1	BHE90_004869
RTE80659.1	BHE90_004870
RTE80660.1	BHE90_004871
RTE80657.1	BHE90_004872
RTE80658.1	BHE90_004873
RTE80663.1	BHE90_004874
RTE80664.1	BHE90_004875
RTE80661.1	BHE90_004876
RTE80662.1	BHE90_004877
RTE80665.1	BHE90_004878
RTE80666.1	BHE90_004879
RTE80607.1	BHE90_004880
RTE80606.1	BHE90_004881
RTE80605.1	BHE90_004882
RTE80604.1	BHE90_004883
RTE80611.1	BHE90_004884
RTE80610.1	BHE90_004885
RTE80609.1	BHE90_004886
RTE80608.1	BHE90_004887
RTE80613.1	BHE90_004888
RTE80612.1	BHE90_004889
RTE80646.1	BHE90_004890
RTE69782.1	BHE90_015833
RTE69783.1	BHE90_015834
RTE69779.1	BHE90_015835
RTE69780.1	BHE90_015836
RTE69781.1	BHE90_015837
RTE69778.1	BHE90_015838
RTE69777.1	BHE90_015839
RTE69776.1	BHE90_015840
RTE69768.1	BHE90_015841
RTE69770.1	BHE90_015842
RTE69769.1	BHE90_015843
RTE69774.1	BHE90_015844
RTE69771.1	BHE90_015845
RTE69773.1	BHE90_015846
RTE69772.1	BHE90_015847
RTE69767.1	BHE90_015848
RTE69766.1	BHE90_015849
RTE69775.1	BHE90_015850
RTE69765.1	BHE90_015851
RTE69763.1	BHE90_015852
RTE69764.1	BHE90_015853
RTE69761.1	BHE90_015854
RTE69762.1	BHE90_015855
RTE69760.1	BHE90_015856
RTE69753.1	BHE90_015857
RTE69758.1	BHE90_015858
RTE69759.1	BHE90_015859
RTE69757.1	BHE90_015860
RTE69756.1	BHE90_015861
RTE69755.1	BHE90_015862
RTE69754.1	BHE90_015863
RTE69752.1	BHE90_015864
RTE69751.1	BHE90_015865
RTE69747.1	BHE90_015866
RTE69750.1	BHE90_015867
RTE69748.1	BHE90_015868
RTE69743.1	BHE90_015869
RTE69744.1	BHE90_015870
RTE69745.1	BHE90_015871
RTE69749.1	BHE90_015872
RTE69746.1	BHE90_015873
RTE69738.1	BHE90_015874
RTE69737.1	BHE90_015875
RTE69739.1	BHE90_015876
RTE69740.1	BHE90_015877
RTE69741.1	BHE90_015878
RTE69742.1	BHE90_015879
RTE69734.1	BHE90_015880
RTE69733.1	BHE90_015881
RTE69736.1	BHE90_015882
RTE69735.1	BHE90_015883
RTE69732.1	BHE90_015884
RTE69731.1	BHE90_015885
RTE69729.1	BHE90_015886
RTE69727.1	BHE90_015887
RTE69726.1	BHE90_015888
RTE69725.1	BHE90_015889
RTE69730.1	BHE90_015890
RTE69728.1	BHE90_015891
RTE69718.1	BHE90_015892
RTE69719.1	BHE90_015893
RTE69722.1	BHE90_015894
RTE69723.1	BHE90_015895
RTE69720.1	BHE90_015896
RTE69721.1	BHE90_015897
RTE69724.1	BHE90_015898
RTE69711.1	BHE90_015899
RTE69715.1	BHE90_015900
RTE69716.1	BHE90_015901
RTE69710.1	BHE90_015902
RTE69717.1	BHE90_015903
RTE69712.1	BHE90_015904
RTE69713.1	BHE90_015905
RTE69714.1	BHE90_015906
RTE69709.1	BHE90_015907
RTE80571.1	BHE90_004891
RTE80572.1	BHE90_004892
RTE80573.1	BHE90_004893
RTE80574.1	BHE90_004894
RTE80575.1	BHE90_004895
RTE80576.1	BHE90_004896
RTE80577.1	BHE90_004897
RTE80578.1	BHE90_004898
RTE80579.1	BHE90_004899
RTE80596.1	BHE90_004900
RTE80597.1	BHE90_004901
RTE80594.1	BHE90_004902
RTE80595.1	BHE90_004903
RTE80600.1	BHE90_004904
RTE80601.1	BHE90_004905
RTE80598.1	BHE90_004906
RTE80599.1	BHE90_004907
RTE80602.1	BHE90_004908
RTE80603.1	BHE90_004909
RTE80568.1	BHE90_004910
RTE80567.1	BHE90_004911
RTE80570.1	BHE90_004912
RTE80569.1	BHE90_004913
RTE80564.1	BHE90_004914
RTE80563.1	BHE90_004915
RTE80566.1	BHE90_004916
RTE80565.1	BHE90_004917
RTE80562.1	BHE90_004918
RTE80561.1	BHE90_004919
RTE80589.1	BHE90_004920
RTE80587.1	BHE90_004921
RTE80590.1	BHE90_004922
RTE80591.1	BHE90_004923
RTE80584.1	BHE90_004924
RTE80588.1	BHE90_004925
RTE80585.1	BHE90_004926
RTE80586.1	BHE90_004927
RTE80592.1	BHE90_004928
RTE80593.1	BHE90_004929
RTE80558.1	BHE90_004930
RTE80557.1	BHE90_004931
RTE80556.1	BHE90_004932
RTE80555.1	BHE90_004933
RTE80554.1	BHE90_004934
RTE80553.1	BHE90_004935
RTE80552.1	BHE90_004936
RTE80551.1	BHE90_004937
RTE80560.1	BHE90_004938
RTE80559.1	BHE90_004939
RTE80547.1	BHE90_004940
RTE80548.1	BHE90_004941
RTE80545.1	BHE90_004942
RTE80546.1	BHE90_004943
RTE80543.1	BHE90_004944
RTE80544.1	BHE90_004945
RTE80541.1	BHE90_004946
RTE80542.1	BHE90_004947
RTE80549.1	BHE90_004948
RTE80550.1	BHE90_004949
RTE80581.1	BHE90_004950
RTE80580.1	BHE90_004951
RTE80583.1	BHE90_004952
RTE80582.1	BHE90_004953
RTE69706.1	BHE90_015908
RTE69702.1	BHE90_015909
RTE69705.1	BHE90_015910
RTE69704.1	BHE90_015911
RTE69708.1	BHE90_015912
RTE69707.1	BHE90_015913
RTE69703.1	BHE90_015914
RTE69697.1	BHE90_015915
RTE69701.1	BHE90_015916
RTE69700.1	BHE90_015917
RTE69696.1	BHE90_015918
RTE69698.1	BHE90_015919
RTE69699.1	BHE90_015920
RTE69690.1	BHE90_015921
RTE69689.1	BHE90_015922
RTE69692.1	BHE90_015923
RTE69695.1	BHE90_015924
RTE69691.1	BHE90_015925
RTE69693.1	BHE90_015926
RTE69694.1	BHE90_015927
RTE69685.1	BHE90_015928
RTE69686.1	BHE90_015929
RTE69688.1	BHE90_015930
RTE69683.1	BHE90_015931
RTE69687.1	BHE90_015932
RTE69684.1	BHE90_015933
RTE69682.1	BHE90_015934
RTE69680.1	BHE90_015935
RTE69676.1	BHE90_015936
RTE69675.1	BHE90_015937
RTE69678.1	BHE90_015938
RTE69677.1	BHE90_015939
RTE69679.1	BHE90_015940
RTE69681.1	BHE90_015941
RTE69672.1	BHE90_015942
RTE69668.1	BHE90_015943
RTE69669.1	BHE90_015944
RTE69673.1	BHE90_015945
RTE69674.1	BHE90_015946
RTE69667.1	BHE90_015947
RTE69670.1	BHE90_015948
RTE69671.1	BHE90_015949
RTE69662.1	BHE90_015950
RTE69661.1	BHE90_015951
RTE69660.1	BHE90_015952
RTE69659.1	BHE90_015953
RTE69666.1	BHE90_015954
RTE69665.1	BHE90_015955
RTE69664.1	BHE90_015956
RTE69663.1	BHE90_015957
RTE69651.1	BHE90_015958
RTE69650.1	BHE90_015959
RTE69657.1	BHE90_015960
RTE69658.1	BHE90_015961
RTE69655.1	BHE90_015962
RTE69656.1	BHE90_015963
RTE69653.1	BHE90_015964
RTE69654.1	BHE90_015965
RTE69652.1	BHE90_015966
RTE69649.1	BHE90_015967
RTE69647.1	BHE90_015968
RTE69648.1	BHE90_015969
RTE69646.1	BHE90_015970
RTE69645.1	BHE90_015971
RTE69638.1	BHE90_015972
RTE69640.1	BHE90_015973
RTE69642.1	BHE90_015974
RTE69641.1	BHE90_015975
RTE69644.1	BHE90_015976
RTE69643.1	BHE90_015977
RTE69639.1	BHE90_015978
RTE80520.1	BHE90_004954
RTE80519.1	BHE90_004955
RTE80522.1	BHE90_004956
RTE80521.1	BHE90_004957
RTE80524.1	BHE90_004958
RTE80523.1	BHE90_004959
RTE80477.1	BHE90_004960
RTE80478.1	BHE90_004962
RTE80479.1	BHE90_004963
RTE80480.1	BHE90_004964
RTE80481.1	BHE90_004965
RTE80482.1	BHE90_004966
RTE80483.1	BHE90_004967
RTE80475.1	BHE90_004968
RTE80476.1	BHE90_004969
RTE80514.1	BHE90_004970
RTE80513.1	BHE90_004971
RTE80512.1	BHE90_004972
RTE80511.1	BHE90_004973
RTE80518.1	BHE90_004974
RTE80517.1	BHE90_004975
RTE80516.1	BHE90_004976
RTE80515.1	BHE90_004977
RTE80510.1	BHE90_004978
RTE80509.1	BHE90_004979
RTE80536.1	BHE90_004980
RTE80537.1	BHE90_004981
RTE80534.1	BHE90_004982
RTE80535.1	BHE90_004983
RTE80539.1	BHE90_004984
RTE80540.1	BHE90_004985
RTE80485.1	BHE90_004986
RTE80538.1	BHE90_004987
RTE80533.1	BHE90_004988
RTE80484.1	BHE90_004989
RTE80502.1	BHE90_004990
RTE80501.1	BHE90_004991
RTE80506.1	BHE90_004992
RTE80503.1	BHE90_004993
RTE80499.1	BHE90_004994
RTE80504.1	BHE90_004995
RTE80500.1	BHE90_004996
RTE80505.1	BHE90_004997
RTE80508.1	BHE90_004998
RTE80507.1	BHE90_004999
RTE80488.1	BHE90_005000
RTE80489.1	BHE90_005001
RTE80490.1	BHE90_005002
RTE80491.1	BHE90_005003
RTE80492.1	BHE90_005004
RTE80493.1	BHE90_005005
RTE80494.1	BHE90_005006
RTE80495.1	BHE90_005007
RTE80486.1	BHE90_005008
RTE80487.1	BHE90_005009
RTE80528.1	BHE90_005010
RTE80527.1	BHE90_005013
RTE80532.1	BHE90_005014
RTE80531.1	BHE90_005015
RTE80530.1	BHE90_005016
RTE80529.1	BHE90_005017
RTE80526.1	BHE90_005018
RTE80525.1	BHE90_005019
RTE80497.1	BHE90_005020
RTE80498.1	BHE90_005021
RTE80496.1	BHE90_005022
RTE69630.1	BHE90_015979
RTE69634.1	BHE90_015980
RTE69635.1	BHE90_015981
RTE69636.1	BHE90_015982
RTE69637.1	BHE90_015983
RTE69632.1	BHE90_015984
RTE69633.1	BHE90_015985
RTE69631.1	BHE90_015986
RTE69628.1	BHE90_015987
RTE69629.1	BHE90_015988
RTE69627.1	BHE90_015989
RTE69626.1	BHE90_015990
RTE69625.1	BHE90_015991
RTE69624.1	BHE90_015992
RTE69623.1	BHE90_015993
RTE69616.1	BHE90_015994
RTE69615.1	BHE90_015995
RTE69614.1	BHE90_015996
RTE69613.1	BHE90_015997
RTE69622.1	BHE90_015998
RTE69617.1	BHE90_015999
RTE69618.1	BHE90_016000
RTE69619.1	BHE90_016001
RTE69620.1	BHE90_016002
RTE69621.1	BHE90_016003
RTE69607.1	BHE90_016004
RTE69608.1	BHE90_016005
RTE69611.1	BHE90_016006
RTE69612.1	BHE90_016007
RTE69609.1	BHE90_016008
RTE69610.1	BHE90_016009
RTE69606.1	BHE90_016010
RTE69605.1	BHE90_016011
RTE69604.1	BHE90_016012
RTE69600.1	BHE90_016013
RTE69599.1	BHE90_016014
RTE69602.1	BHE90_016015
RTE69601.1	BHE90_016016
RTE69598.1	BHE90_016017
RTE69603.1	BHE90_016018
RTE69593.1	BHE90_016019
RTE69596.1	BHE90_016020
RTE69597.1	BHE90_016021
RTE69594.1	BHE90_016022
RTE69595.1	BHE90_016023
RTE69590.1	BHE90_016024
RTE69592.1	BHE90_016025
RTE69591.1	BHE90_016026
RTE69588.1	BHE90_016027
RTE69587.1	BHE90_016028
RTE69589.1	BHE90_016029
RTE69584.1	BHE90_016030
RTE69583.1	BHE90_016031
RTE69586.1	BHE90_016032
RTE69585.1	BHE90_016033
RTE69574.1	BHE90_016034
RTE69577.1	BHE90_016035
RTE69578.1	BHE90_016036
RTE69575.1	BHE90_016037
RTE69576.1	BHE90_016038
RTE69579.1	BHE90_016040
RTE69580.1	BHE90_016041
RTE69582.1	BHE90_016042
RTE69581.1	BHE90_016043
RTE69569.1	BHE90_016044
RTE69568.1	BHE90_016045
RTE69570.1	BHE90_016046
RTE69571.1	BHE90_016047
RTE69572.1	BHE90_016048
RTE69573.1	BHE90_016049
RTE69567.1	BHE90_016050
RTE69566.1	BHE90_016051
RTE69565.1	BHE90_016052
RTE69564.1	BHE90_016053
RTE80444.1	BHE90_005023
RTE80442.1	BHE90_005024
RTE80443.1	BHE90_005025
RTE80440.1	BHE90_005026
RTE80441.1	BHE90_005027
RTE80445.1	BHE90_005028
RTE80446.1	BHE90_005029
RTE80466.1	BHE90_005030
RTE80465.1	BHE90_005031
RTE80468.1	BHE90_005032
RTE80467.1	BHE90_005033
RTE80470.1	BHE90_005034
